순,검체명,동물명,Hg,As,Cd,Pb,Al,Ba,U,Bi,Ni,Ti,Cs,Sb,Ca,Mg,Na,K,Cu,Zn,P,Fe,Mn,Cr,Se,Co,Li,V,Mo,B,Ca_Mg,Ca_P,Na_K,Zn_Cu,Na_Mg,Ca_K,종,품종,나이,성별,몸무게,BCS,피부건강,관절건강,심장건강,눈건강,호흡기건강,구강건강,소화기건강,비뇨생식기건강,뇌신경건강,호르몬건강,보호자관찰내용1,보호자관찰내용2,보호자관찰내용3,보호자관찰내용4,보호자관찰내용5,보호자관찰내용6,보호자관찰내용7,보호자관찰내용8,보호자관찰내용9,보호자관찰내용10,수의사소견및진단명1,수의사소견및진단명2,수의사소견및진단명3,수의사소견및진단명4,수의사소견및진단명5,수의사소견및진단명6,수의사소견및진단명7,수의사소견및진단명8,수의사소견및진단명9,수의사소견및진단명10,질병명1,질병명2,질병명3,질병명4,질병명5,질병명6,질병명7,질병명8,질병명9,질병명10,카테고리1,카테고리2,카테고리3,카테고리4,카테고리5,카테고리6,카테고리7,카테고리8,카테고리9,카테고리10,혈액검사일,Purpose_of_visit,Record,Glucose,BUN,Creatinine,BUN/CREratio,ALP,ALT,T_protein,Albumin,Globulin,A/G ratio,T_bilirubin,GGT,T_cholesterol,Phosphorus,Calcium[Ca++],Amylase,Lipase(Dry),Lipase,AST/GOT,ALT/GPT,TG,RBC,HCT,HGB,MCV,MCH,MCHC,RDW-CV,#RETIC,%RETIC,RETHGB,WBC,%NEU,%LYM,%MON,EO(%),%BASO,%GRA,#NEU,#LYM,#MON,EO(#),#BASO,#GRA,PLT,MPV,PDW,THT,cPL,Na+,K+,Ca++,Cl-,pH,PCO2,PO2,HCO3-,BEecf(Ven),tCO2,ANION GAP,SO2,stO2,Hct(Ven),CRP,UPC,Urine protein,Urine Creatinine,pH(U),SDMA,Na/K,새카테고리1,새카테고리2,새카테고리3,새카테고리4,새카테고리5,새카테고리6,새카테고리7,새카테고리8,새카테고리9,새카테고리10
491,Y0930_13,하코,0.119,0.061,0.011,0.079,17.985,0.217,0.002,0.004,0.271,0,0.002,0.044,347.667,33.826,71.673,45.176,27.893,181.987,189.697,11.969,0.098,0.284,0.549,0.01,0.021,0.042,0.048,0.441,10.27809969,1.832749068,1.586528245,6.524468505,2.118873056,7.695834071,개,비숑프리제,1,FS,2.5,2,5,5,5,5,5,5,5,5,5,5,심하게 떠는 증상,,,,,,,,,,소간증,,,,,,,,,,소간증,,,,,,,,,,소화기질환,,,,,,,,,,2021-09-10,,,126,23.2,0.44,52.73,869,67,5.2,2.9,2.3,1.26,,,,,,,,,,,,5.87,40.8,12.2,69.5,20.8,29.9,14.9,,,,10.6,,38.8,6.4,2.4,,54.8,,4.1,0.7,0.3,,5.8,314,7.6,,,,145,3.8,,113,,,,,,,,,,,,,,,,,38.16,기타,,,,,,,,,
492,Y0930_14,콩이,0.034,0.04,0.003,0.086,4.8,0.4,0.001,0.005,0.156,0.003,0.005,0.062,962.362,158.507,1341.125,371.847,10.986,156.516,267.022,16.065,0.285,0.186,0.451,0.011,0.027,0.016,0.037,1.213,6.071416404,3.604055097,3.606658115,14.24685964,8.460982796,2.588059067,개,치와와,2,MC,1.77,1,3,2,5,5,5,2,2,5,5,5,중성화 위해 내원,,,,,,,,,,양측성 슬개골 탈구 3단계,부정교합,bilateral MPL,,,,,,,,슬개골탈구,,,,,,,,,,정형질환,,,,,,,,,,2021-09-15,,,139,42.8,0.8,53.5,138,80,6.2,3.5,2.7,1.3,,,,,,,,,,,,6.86,49.6,15.4,72.3,22.5,31.1,13.6,,,,11.5,,25.1,5.3,4.6,,69.6,,2.9,0.6,0.5,,8,415,7.7,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
493,Y0930_15,봉식이,0.045,0.028,0,0.076,4.405,1.332,0.001,0.998,1.945,0.001,0.005,0.023,479.617,57.293,538.863,89.421,16.684,182.723,233.46,11.45,0.22,0.181,0.549,0.006,0.021,0.018,0.015,0.429,8.371301904,2.05438619,6.026134801,10.95198993,9.405389838,5.363583498,개,스피츠,2,MC,6.5,4,5,5,5,5,5,5,5,5,5,5,미용 내원,,,,,,,,,,상태양호,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-05,,,97,25.5,0.77,33.1,54,63,6.5,3.5,3,1.2,,,,,,,,,,,,7.58,53.5,15,70.6,19.8,28.1,14.5,,,,8.9,,89.4,4.8,0.6,,5.8,,8,0.4,0,,0.5,482,6.9,,,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
494,Y0930_16,보리,0.03,0.094,0.002,0.099,6.521,0.448,0.002,0.026,0.206,0.002,0.004,0.038,377.52,38.819,877.125,379.876,11.011,166.678,288.808,14.271,0.314,0.204,0.455,0.01,0.065,0.047,0.027,0.893,9.725134599,1.307166006,2.30897714,15.13740805,22.59524975,0.993797976,개,폼피츠,1,MC,7.2,4,5,3,5,5,5,5,5,5,5,5,중성화 위해 내원,,,,,,,,,,NRF,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-02,,,109,15.7,,,,37,6.2,,,,,,,,,,,,,,,6.41,43.9,12.6,68.6,19.7,28.8,14.5,,,,6.3,,25.5,8.8,3.9,,65.7,,1.6,0.6,0.2,,4.1,391,7.5,,,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
495,Y0930_17,보노,0.118,0.159,0.007,0.252,14.059,0.622,0.003,0.01,0.576,0.001,0.007,0.057,507.298,71.385,4085.776,202.783,16.242,171.391,162.527,28.748,0.514,0.448,0.612,0.021,0.03,0.04,0.039,0.96,7.106506969,3.121315228,20.14851344,10.55233346,57.23577782,2.501679135,개,비숑프리제,3,MC,6,3,5,5,5,5,3,5,5,5,5,5,기침,재채기 심해짐,,,,,,,,,기관 자극시 심한 기침,기관지염,,,,,,,,,호기성건성기침,기관지염,,,,,,,,,호흡기질환,호흡기질환,,,,,,,,,2021-09-15,,,123,14.5,0.73,19.9,81,55,7.1,4,3.1,1.3,0.1,6,,5,11.9,415,,17,38,,,7.26,51.4,15.9,70.9,21.9,30.8,13.8,,,,8.9,,8.3,3.5,2.3,,88.2,,0.7,0.3,0.2,,7.9,345,7.3,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
496,Y0930_18,포비,0.181,0.032,0.008,0.15,21.577,0.603,0.001,0.378,0.466,0.002,0.009,0.066,732.78,84.11,1784.075,914.403,14.414,410.273,186.129,28.323,0.467,0.29,0.54,0.016,0.081,0.042,0.054,1.942,8.712162644,3.936946956,1.951081744,28.4635077,21.21121151,0.801375324,개,푸들,14,MC,7.1,4,2,2,2,2,2,1,2,3,3,5,최근 음수량 늘었음,,,,,,,,,,poly dipsia,polyuria,당뇨,만성신부전,,,,,,,다뇨증,당뇨,구갈,신부전,,,,,,,신장질환,신장질환,호르몬질환,기타,,,,,,,2021-09-11,,,399,36.7,0.64,57.3,687,74,7.2,3.2,4,0.8,0.4,10,,4.4,12.5,930,,92,21,,,5.26,37.1,11.4,70.4,21.6,30.7,14.7,,,,37.8,,34.6,12.3,8.5,,53.1,,13.1,4.7,3.2,,20,376,9.8,,,,,,,,,,,,,,,,,,,,,,,,,신장질환,,,,,,,,,
497,Y0930_19,성광식,0.065,0.04,0.005,0.057,19.447,0.564,0.003,0.145,0.162,0.001,0.007,0.066,439.267,45.968,2401.891,1112.735,16.435,163.513,227.828,18.82,0.436,0.256,0.76,0.008,0.023,0.033,0.029,1.06,9.555930212,1.928064154,2.158547183,9.949072102,52.25137052,0.394763353,개,카발리에 킹찰스 스파니엘,4,MC,10.8,4,5,3,3,5,5,4,3,5,5,5,이물성식 후 구토 및 설사,,,,,,,,,,위염,장염,gastroenteritis,,,,,,,,위염,장염,,,,,,,,,소화기질환,소화기질환,,,,,,,,,2021-09-13,,,109,21.2,0.6,35.3,112,36,6.5,3.6,2.9,1.2,,,,,,444,,40,,,,6.7,47.8,13.7,71.4,20.5,28.7,13.7,,,,14,,46.1,4.1,2.1,,49.8,,6.5,0.6,0.3,,6.9,50,9.7,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
498,Y0930_20,라둥,0.111,0.053,0.005,0.25,3.825,0.15,0.001,0.011,0.217,0.001,0.005,0.044,453.516,64.256,1682.363,281.653,13.656,177.773,222.231,13.608,0.195,0.252,0.299,0.006,0.023,0.017,0.068,2.826,7.057955677,2.040741391,5.973176213,13.01794083,26.1821931,1.610194104,개,코카스파니엘,6,FS,9.6,4,2,2,4,4,4,3,4,2,4,4,귀랑 피부 소양감,갈색 귀지,,,,,,,,,말라세치아 외이염,아포퀠 복용중,아토피,지루성 피부염,,,,,,,피부염,아토피,외이염,피부알러지,,,,,,,피부질환,귀질환,피부질환,피부질환,,,,,,,2021-09-03,,,88,17.5,0.81,21.6,88,42,7.2,3.4,3.8,0.89,0.1,5,,3.9,10.8,1404,,170,28,,,7.25,51.2,14.4,70.5,19.8,28.1,14.3,,,,12.5,,88.7,5.4,0.2,,5.9,,11.1,0.7,0,,0.7,294,8.2,,,,144,4.1,,113,,,,,,,,,,,,,,,,,35.12,피부질환,,,,,,,,,
499,Y0930_21,뽀뽀,0.044,0.035,0.005,0.045,5.062,0.226,0.003,0.015,0.463,0.014,0.01,0.087,603.258,86.621,1813.61,139.338,17.657,195.282,227.242,13.715,0.19,0.209,0.691,0.008,0.053,0.018,0.07,1.225,6.964338902,2.654694115,13.01590377,11.05974967,20.93730158,4.329457865,개,말티즈,11,FS,2.16,2,4,2,3,2,3,2,4,4,4,2,간헐적인 좌측 후지 파행,,,,,,,,,,좌측 십자인대 손상 가능성,퇴행성 고관절염 의심,관절염,십자인대 손상,,,,,,,고관절이상,관절염,십자인대파열,,,,,,,,정형질환,정형질환,정형질환,,,,,,,,2021-09-11,,,117,28.1,0.37,75.9,77,85,6.2,3.5,2.7,1.3,0.1,6,,4.2,10,481,,30,29,,,5.91,45.4,12.6,76.8,21.3,27.7,14.1,,,,7.4,,20.9,5.7,1.8,,73.4,,1.5,0.4,0.1,,5.5,788,6.8,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
500,Y0930_22,하루,0.074,0.085,0.015,0.495,27.312,1.82,0.009,0.04,0.725,0.013,0.013,0.196,647.203,96.828,3029.382,984.333,20.635,187.029,194.643,52.048,2.816,0.41,0.691,0.048,0.104,0.149,0.105,2.524,6.684048003,3.325077193,3.077598739,9.063678217,31.28621886,0.657504117,개,푸들,5,FS,4.7,3,4,5,4,4,3,3,4,5,4,4,정상,,,,,,,,,,특이소견 없음,스케일링 필요,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-16,,,95,11.7,0.69,17,104,47,6.2,3.1,3.1,1,,,,,,,,,,,,7.27,55,16.9,75.7,23.2,30.7,13.4,,,,12.6,,21,4.5,5.5,,74.5,,2.6,0.6,0.7,,9.4,298,9.2,,,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
501,Y0930_23,마루,0.049,0.045,0.006,0.189,15.483,0.462,0.005,0.031,0.345,0.01,0.009,0.101,557.247,76.912,1293.272,511.494,9.32,145.591,226.086,26.713,0.633,0.224,0.858,0.052,0.067,0.047,0.048,3.513,7.245254317,2.464756774,2.528420666,15.62135193,16.81495735,1.08944973,개,스피츠,7,MC,7.4,4,2,2,4,4,5,2,3,5,4,4,귀를 자주 긁어요,가끔 다리를 절어요,,,,,,,,,외이도 내 염증,양측 외이도염,좌측 고관절 이형성,,,,,,,,외이염,고관절이형성증,,,,,,,,,정형질환,귀질환,,,,,,,,,2021-09-16,,,105,8.3,0.89,9.3,132,23,6.8,3.5,3.3,1.1,,,,,,,,,,,,8.27,59.6,18.3,72.1,22.1,30.6,13.8,,,,11,,18.6,5.5,19.9,,75.9,,2,0.6,2.2,,8.4,243,9.3,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
502,Y0930_24,구름,0.172,0.101,0.01,0.23,16.725,0.751,0.004,0.011,2.013,0.009,0.011,0.131,552.848,101.857,2680.429,261.03,17.582,207.473,197.91,52.15,0.67,0.334,0.355,0.033,0.065,0.058,0.065,1.255,5.427687837,2.793431358,10.26866261,11.80030713,26.31560914,2.117948129,개,슈나우저,11,MC,10.5,4,2,2,2,3,3,2,2,2,3,2,물을 많이 먹어요,,,,,,,,,,다음,당뇨,췌장염,다뇨,,,,,,,다음증,췌장염,당뇨,다뇨증,,,,,,,신장질환,호르몬질환,신장질환,소화기질환,,,,,,,2021-09-01,,,583,29.5,0.9,32.8,870,263,7.1,3.3,3.8,0.9,0.2,14,,4.7,11.9,1196,,303,43,,,7.21,50.2,14.8,69.5,20.5,29.5,14.1,,,,10.4,,19.2,5.7,2.9,,75.1,,2,0.6,0.3,,7.8,293,9.1,,,,,,,,,,,,,,,,,,,,,,,,,신장질환,췌장염,,,,,,,,
503,Y0930_25,버찌,0.071,0.037,0.004,0.124,11.23,0.991,0.004,0.031,0.479,0.021,0.007,0.094,1794.279,332.117,1246.289,173.482,16.274,204.898,227.665,31.561,0.516,0.237,1.123,0.013,0.052,0.053,0.303,2.746,5.402550908,7.881224606,7.183967213,12.59051247,3.752560092,10.34273873,개,시츄,3,FS,3.38,3,2,5,5,5,5,5,2,5,5,5,무른 변,공복 구토,,,,,,,,,기생충 없음,식이 교정 필요,분변 검사 양호,위염,,,,,,,위염,,,,,,,,,,소화기질환,,,,,,,,,,2021-08-17,,,106,20.6,0.47,43.8,205,32,6.6,3.7,2.9,1.3,0.1,9,,2.7,11.4,587,,23,23,,,7.53,54.2,17.1,71.9,22.7,31.5,13.7,,,,9.4,,88.4,4.5,0.5,,7.1,,8.3,0.4,0,,0.7,506,7.3,,,,146,4,,113,,,,,,,,,,,,,,,,,36.5,기타,,,,,,,,,
504,Y0930_26,찡이,0.065,0.038,0.005,0.077,10.263,0.944,0.003,0.026,0.967,0.014,0.007,0.079,1285.785,236.073,4226.237,176.407,17.144,199.052,259.196,27.723,0.55,0.241,0.773,0.018,0.053,0.034,0.275,2.689,5.446556785,4.960666831,23.95730895,11.61059263,17.90224634,7.288741376,개,시츄,12,FS,5.1,3,3,5,5,4,3,5,4,5,4,3,기침 증상,,,,,,,,,,기관 자극시 기침,기관지협착증,,,,,,,,,호기성건성기침,기관협착증,,,,,,,,,호흡기질환,호흡기질환,,,,,,,,,2021-09-04,,,94,12.1,0.43,28.14,83,67,6.3,3.2,3.1,1.03,0.1,6,,3.9,10.4,570,,38,21,,,7.44,51.7,14.4,69.4,19.3,27.8,13.7,,,,6.9,,24.8,4.8,2.3,,70.4,,1.7,0.3,0.2,,4.9,409,6.7,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
505,Y0930_27,미르,0.17,0.049,0.01,0.189,9.33,0.711,0.004,0.015,2.133,0.01,0.008,0.112,951.313,112.949,2356.9,259.883,25.205,229.527,235.063,20.828,0.521,0.364,0.858,0.009,0.045,0.039,0.096,1.201,8.422500421,4.04705547,9.069081086,9.106407459,20.86693995,3.660543398,개,푸들,4,FS,3.8,3,5,5,5,5,5,5,5,5,5,5,미용 내원,,,,,,,,,,특이소견 없음,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-08-30,,,187,16,0.89,18,146,42,6.1,3.6,2.5,1.4,,,,,,,,,,,,7.9,53.2,15,67.3,19,28.2,14.1,,,,10.6,,30.6,4.5,3,,64.9,,3.2,0.5,0.3,,6.9,365,7.6,,,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
506,Y0930_28,하라,0.069,0.055,0.014,0.308,2.586,0.215,0.003,0.015,0.205,0.005,0.003,0.042,482.899,58.51,158.926,60.909,14.139,156.491,219.452,11.966,0.145,0.2,0.785,0.014,0.037,0.024,0.051,0.883,8.253272945,2.200476642,2.60923673,11.06803876,2.71621945,7.92820437,개,치와와,6,FS,1.8,2,5,5,5,5,5,3,5,5,5,5,스케일링,,,,,,,,,,,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-17,,,94,19.8,0.75,26.4,47,40,6.4,3.6,2.8,1.3,,,,,,,,,,,,7.98,53.8,16.6,67.4,20.8,30.9,13.7,,,,11.1,,20,4.6,23,,75.4,,2.2,0.5,2.6,,8.4,23,6.6,,,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
507,Y0930_29,유키,0.106,0.059,0.005,0.051,4.32,0.179,0.003,0.007,0.156,0.004,0.006,0.073,364.362,37.075,155.044,61.411,35.919,200.544,197.361,12.684,0.163,0.214,0.404,0.004,0.027,0.045,0.079,0.877,9.827700607,1.846170216,2.524694273,5.583228932,4.181901551,5.933171582,개,푸들,3,FS,5.3,3,5,5,5,5,5,5,5,5,5,5,중성화 내원,,,,,,,,,,NRF,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-17,,,99,18.9,0.61,31,140,64,6.7,3.4,3.3,1,,,,,,,,,,,,6.87,52.1,16.5,75.8,24,31.6,13.2,,,,9.1,,7.3,2.9,2.3,,89.8,,0.7,0.3,0.2,,8.1,193,8.1,,,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
508,Y0930_30,쵸코,0.191,0.086,0.009,0.092,3.743,0.29,0.002,0.007,0.326,0.004,0.009,0.055,630.159,81.684,3260.585,572.699,11.471,168.813,276.529,12.941,0.239,0.292,0.622,0.008,0.042,0.016,0.037,2.27,7.71459527,2.27881705,5.693365974,14.71650248,39.91705842,1.100331937,개,스피츠,5,MC,7.1,4,5,3,5,5,3,5,1,5,5,5,구토,설사,,,,,,,,,촉진시 복통,세균성 장염,gastroenteritis,,,,,,,,위염,장염,복통,,,,,,,,소화기질환,소화기질환,기타,,,,,,,,2021-09-17,,,126,8.9,0.67,13.3,347,41,6.7,3.4,3.3,1,0.1,1,,3.6,11.8,404,,40,106,,,8,52.8,14.5,66,18.1,27.5,14.5,,,,17.4,,79.3,3.9,6.4,,16.8,,13.8,0.7,1.1,,2.9,81,8.9,,,,150,2.8,,121,,,,,,,,,,,,,,,,,53.6,기타,,,,,,,,,
509,Y0930_31,쿠키,2.851,0.11,0.004,0.117,8.047,0.249,0.002,0.02,0.217,0.004,0.006,0.04,503.707,61.354,1651.629,58.7,12.909,225.804,238.195,19.005,0.289,0.286,0.774,0.009,0.04,0.022,0.038,0.917,8.209847769,2.114683348,28.13678024,17.49198234,26.91966294,8.581039182,개,말티즈,2,FS,2,2,4,3,5,5,5,5,4,5,5,5,건강검진 원하심,,,,,,,,,,NRF,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-04,,,95,14.5,0.67,21.6,61,52,6.5,3.4,3.1,1.1,0.2,4,,4,11.8,346,,27,19,,,6.97,50.8,14.3,72.9,20.6,28.2,13.6,,,,5.9,,17.8,4.9,2.1,,77.3,,1,0.3,0.1,,4.6,201,7.8,,,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
510,Y0930_32,뽀대,0.144,0.047,0.009,0.231,17.337,1.015,0.003,0.011,0.581,0.005,0.011,0.107,657.549,119.529,3124.78,428.785,12.515,225.083,209.308,36.847,0.755,0.219,0.278,0.021,0.067,0.047,0.05,10.836,5.501167081,3.141537829,7.287521718,17.98505793,26.14244242,1.533516797,개,포메라니언,8,MC,4.1,3,5,2,5,5,5,4,3,3,5,5,양측 후지 불편,콧물 많음,,,,,,,,,담낭점액종,담관 확장,간수치 증가,간부전,양측성 후지퇴행성 관절염,,,,,,담관확장,담낭점액종,간질환,관절염,간부전,,,,,,간질환,정형질환,소화기질환,소화기질환,간질환,,,,,,2021-09-10,,,136,13.6,0.44,30.9,124,98,6.8,3.7,3.1,1.2,0.1,5,,3.2,10.4,2500,,,27,,,8.15,58.1,17,71.3,20.9,29.4,13.8,,,,17,,25.6,5.2,11.1,,69.2,,4.3,0.9,1.9,,11.8,232,7.8,,,,,,,,,,,,,,,,,,,,,,,,,간질환,담낭질환,,,,,,,,
511,Y0930_33,코코,0.046,0.028,0.024,0.141,8.761,0.522,0.002,0.007,0.354,0.003,0.005,0.062,670.42,74.352,301.048,68.81,17.022,185.095,164.136,20.828,0.396,0.425,0.343,0.015,0.03,0.039,0.065,0.54,9.016838821,4.08453965,4.375061764,10.87386911,4.048956316,9.743060602,개,푸들,6,MC,4.6,4,2,5,5,5,5,2,5,5,5,5,턱 밑이 부음,,,,,,,,,,침샘 부종 염증,침샘낭종,,,,,,,,,구강질환,구강내종양,,,,,,,,,치아질환,종양,,,,,,,,,2021-09-11,,,104,12.7,,,,43,5.9,,,,,,,,,,,,,,,8.01,57.9,17.6,72.2,21.9,30.3,13.8,,,,8.8,,16.1,5,3.2,,78.9,,1.4,0.4,0.3,,7,248,8.1,,,,,,,,,,,,,,,,,,,,,,,,,종양,,,,,,,,,
512,Y0930_34,이소망,0.031,0.028,0.006,0.076,6.307,0.306,0.002,0.037,0.412,0.002,0.005,0.043,358.325,33.118,1241.63,321.314,14.196,189.212,226.779,12.991,0.144,0.529,0.551,0.012,0.027,0.028,0.049,1.014,10.81964491,1.580062528,3.864226271,13.32854325,37.49109246,1.115186391,개,말티즈,1,F,2,1,5,3,5,5,5,4,5,5,5,5,유치가 안빠짐,,,,,,,,,,유치 발치 필요,유치 잔존증,,,,,,,,,유치잔존증,,,,,,,,,,치아질환,,,,,,,,,,2021-09-18,,,108,20.8,0.65,32,100,37,6,3.4,2.6,1.3,,,,,,,,,,,,6.61,49.1,15.6,74.3,23.7,31.8,13.4,,,,6.5,,45.9,6.4,4.2,,47.7,,3,0.4,0.3,,3.1,412,7,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
513,Y0930_35,버터,0.058,0.108,0.003,0.111,4.66,0.145,0.001,0.006,0.31,0.005,0.008,0.057,624.221,41.821,2358.96,1214.44,16.078,186.582,251.885,11.925,0.239,0.349,0.761,0.009,0.033,0.05,0.064,1.049,14.92601803,2.478198384,1.942426139,11.60480159,56.40611176,0.513999045,개,말티푸,1,MC,2.2,1,5,5,5,5,5,5,5,5,5,5,체중 미달로 중성화 보류되어 체중 증가 후 중성화 하러오심,,,,,,,,,,NRF,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-08-14,,,122,13.4,,,,39,5.5,3.1,2.4,1.3,,,,,,,,,,,,6.12,42.2,11.8,69,19.2,27.9,15.2,,,,10.3,,18.9,9.3,5.4,,71.8,,2,1,0.6,,7.3,202,9.7,,,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
514,Y0930_36,아람이,0.03,0.031,0.006,0.063,4.444,0.462,0.002,0.01,2.236,0.001,0.004,0.052,911.571,117.529,277.016,134.226,18.794,183.867,234.732,15.834,0.174,0.168,0.528,0.035,0.028,0.022,0.075,2.274,7.756136783,3.883454322,2.06380284,9.783281898,2.357001251,6.791314648,개,시츄,14,F,4.3,2,1,1,2,1,2,1,3,3,2,1,눈이 뿌옇게 됨,피부소양감 심함,전신 두드러기,,,,,,,,아토피성 피부염,외이염,노령성 백내장 의심,심장 사상충 감염,,,,,,,백내장,아토피,심장사상충감염,외이염,,,,,,,귀질환,피부질환,안과질환,감염,,,,,,,2021-09-18,,,114,5.2,0.35,14.9,286,48,6.7,3.3,3.4,1,,,,,,,,,,,,6.64,45.4,14.2,68.4,21.4,31.2,13.6,,,,23.6,,14,6.2,9,,79.8,,3.3,1.5,2.1,,18.8,302,8.1,,,,,,,,,,,,,,,,,,,,,,,,,피부질환,,,,,,,,,
515,Y0930_37,하치,0.111,0.046,0.007,0.491,5.527,0.303,0.002,0.005,0.175,0.001,0.004,0.055,589.791,53.202,108.512,39.704,14.073,197.529,299.362,12.922,0.278,0.196,0.456,0.009,0.073,0.029,0.083,0.381,11.08588023,1.970159873,2.73302438,14.03602643,2.039622571,14.85469978,개,요크셔테리어,11,MC,3.6,3,1,3,4,4,4,2,3,4,5,5,귀 피부가 안좋음,,,,,,,,,,세균 진균성 외이염,말라세치아 구균감염,,,,,,,,,세균감염,외이염,,,,,,,,,감염,귀질환,,,,,,,,,2021-09-18,,,109,20.1,0.86,23.4,132,14,6.3,3.6,2.7,1.3,,,,,,,,,,,,6.73,50.5,16.2,75,24.1,32.1,13.6,,,,10.4,,11.4,4.4,3,,84.2,,1.2,0.5,0.3,,8.7,376,7.1,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
516,Y0930_38,땡자,0.386,0.187,0.002,0.528,5.391,0.29,0.001,0.004,0.122,0.005,0.007,0.104,330.508,38.423,1296.957,250.652,13.033,187.977,198.49,13.409,0.119,0.21,0.858,0.009,0.028,0.02,0.054,2.993,8.601827031,1.665111593,5.174333339,14.4231566,33.75470421,1.318593109,개,말티즈,5,FS,2.6,2,5,5,5,5,3,2,5,5,2,3,낙상으로 인해 내원,,,,,,,,,,호흡곤란,강직,동공반사지연,골절 없음,shock,허혈성 순환장애,,,,,허혈성순환장애,동공반사지연,호흡곤란,쇼크,강직,,,,,,신경계질환,호흡기질환,혈액,신경계질환,신경계질환,,,,,,2021-09-18,,,127,24,0.61,39.3,120,41,7.1,3.6,3.5,1,0.1,5,,6.6,11.9,543,,31,37,,,7.4,54.7,17,74,23,31.1,14.2,,,,3.8,,31.9,6,2.8,,62.1,,1.2,0.2,0.1,,2.4,362,7.9,,,,148,3.8,,102,,,,,,,,,,,,,,,,,38.9,기타,,,,,,,,,
517,Y0930_39,쿠키,0.418,0.057,0.003,0.182,7.785,0.417,0.001,0.004,2.812,0.001,0.008,0.029,314.772,37.574,441.493,120.109,17.687,197.737,249.774,20.747,0.291,0.203,0.877,0.018,0.029,0.037,0.063,0.465,8.37738862,1.260227245,3.675769509,11.17979307,11.74996008,2.620719513,개,말티즈,3,MC,2.7,2,1,5,5,5,5,5,5,5,5,5,장기간 피부질환 낫지 않음,,,,,,,,,,피부각화,진균 세균감염,아토피,농피증,,,,,,,세균감염,피부염,아토피,피부각화,,,,,,,감염,피부질환,피부질환,피부질환,,,,,,,2021-09-04,,,110,20.4,0.68,30,88,41,6,3.4,2.6,1.31,0.1,8,,2.3,10.9,,,,30,,,6.97,48,14.1,68.8,20.2,29.3,13.9,,,,15.7,,69.1,7.4,4.9,,23.5,,10.8,1.2,0.8,,3.7,216,8.5,,,,147,4.1,,112,,,,,,,,,,,,,,,,,35.85,피부질환,,,,,,,,,
518,Y0930_40,루이,0.055,0.072,0.008,0.141,12.078,0.636,0.002,0.006,0.259,0.01,0.007,0.057,1655.695,303.612,1374.319,789.781,11.955,151.893,271.593,26.547,0.994,0.292,1.215,0.015,0.041,0.083,0.078,12.072,5.453325297,6.096235912,1.740126693,12.70539523,4.526563509,2.096397609,개,포메라니언,1,FS,4.67,4,5,5,5,5,5,5,5,5,5,5,유치 발치 위해 내원,,,,,,,,,,NRF,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2021-09-19,,,110,14.7,0.68,21.6,327,26,6.9,3.9,3,1.3,,,,,,,,,,,,7.4,52.7,16.6,71.3,22.5,31.6,13.4,,,,8.1,,23.5,4.7,2.4,,71.8,,1.9,0.4,0.2,,5.8,294,8.1,,,,,,,,,,,,,,,,,,,,,,,,,건강,,,,,,,,,
